0, 16.5, 4.5088
1, 26.9, 4.619
2, 57.2, 4.943
3, 84.1, 5.407
4, 103.4, 6.006
5, 117.9, 6.668
6, 135.8, 8.028
7, 149.6, 9.513
8, 160.0, 11.737
9, 173.1, 15.462
10, 187.5, 28.064
11, 195.8, 36.778
12, 206.1, 63.71
13, 215.8, 103.71
14, 227.5, -182.88
15, 239.9, -86.45
16, 254.4, 
17, 239.9, -72.4
18, 227.5, -121.131
19, 215.8, 126.013
20, 206.1, 78.601
21, 195.8, 46.588
22, 187.5, 39.625
23, 173.1, 20.54
24, 160.0, 15.478
25, 149.6, 11.37
26, 135.8, 8.98
27, 117.9, 7.022
28, 103.4, 6.119
29, 84.1, 5.412
30, 57.2, 4.952
31, 26.9, 4.599
