0, 16.5, 4.41
1, 26.9, 4.597
2, 57.2, 5.0074
3, 84.1, 5.226
4, 103.4, 5.892
5, 117.9, 6.607
6, 135.8, 7.79
7, 149.6, 9.423
8, 160.0, 11.342
9, 173.1, 18.024
10, 187.5, 26.545
11, 195.8, 34.098
12, 206.1, 50.918
13, 215.8, -4004.8
14, 227.5, -196.78
15, 239.9, -52.064
16, 254.4, 
17, 239.9, -63.84
18, 227.5, -91.232
19, 215.8, 114.187
20, 206.1, 59.065
21, 195.8, 44.992
22, 187.5, 17.51
23, 173.1, 20.51
24, 160.0, 16.22
25, 149.6, 11.075
26, 135.8, 8.963
27, 117.9, 6.8
28, 103.4, 6.145
29, 84.1, 5.638
30, 57.2, 5.064
31, 26.9, 4.73
