0, 16.5, 4.3015
1, 26.9, 4.385
2, 57.2, 4.514
3, 84.1, 4.68
4, 103.4, 4.779
5, 117.9, 4.841
6, 135.8, 4.967
7, 149.6, 5.032
8, 160.0, 5.044
9, 173.1, 5.128
10, 187.5, 5.215
11, 195.8, 5.279
12, 206.1, 5.35
13, 215.8, 5.381
14, 227.5, 5.455
15, 239.9, 5.573
16, 254.4, 5.646
17, 239.9, 5.521
18, 227.5, 5.455
19, 215.8, 5.348
20, 206.1, 5.271
21, 195.8, 5.213
22, 187.5, 5.241
23, 173.1, 5.148
24, 160.0, 5.068
25, 149.6, 5.045
26, 135.8, 4.95
27, 117.9, 4.884
28, 103.4, 4.797
29, 84.1, 4.694
30, 57.2, 4.585
31, 26.9, 4.441
