0, 16.5, 4.572
1, 26.9, 4.701
2, 57.2, 5.011
3, 84.1 5.476
4, 103.4, 5.902
5, 117.9, 6.7604
6, 135.8, 8.1433
7, 149.6, 10.205
8, 160.0, 12.782
9, 173.1, 17.239
10, 187.5, 35.602
11, 195.8, 63.952
12, 206.1, 102.997
13, 215.8, 766.272
14, 227.5, -76.996
15, 239.9, -56.3903
17, 239.9, -53.562
18, 227.5, -123.039
19, 215.8, 136.4
20, 206.1, 162.06
21, 195.8, 75.199
22, 187.5, 33.352
23, 173.1, 20.78
24, 160.0, 14.76
25, 149.6, 11.328
26, 135.8, 8.757
27, 117.9, 6.903
28, 103.4, 6.1758
29, 84.1, 5.521
30, 57.2, 5.067
31, 26.9, 5.069
