11.0 , 21880.4 , 17  
22.8 , 25894.7 , 20  
30.3 , 29264.0 , 23  
40.7 , 37422.3 , 29  
49.6 , 51506.4 , 39  
60.0 , 84211.7 , 64  
63.4 , 99660.0 , 75  
66.9 , 125057.7 , 95  
71.0 , 160918.7 , 121  
75.1 , 216098.2 , 163  
80.0 , 304649.1 , 229  
82.7 , 364932.4 , 274  
80.0 , 343700.0 , 258  
75.1 , 285201.5 , 215  
71.0 , 239606.4 , 180  
66.9 , 186406.7 , 141  
63.4 , 145040.1 , 109  
60.0 , 114041.6 , 86  
49.6 , 67267.0 , 51  
40.7 , 43825.0 , 34  
30.3 , 31491.2 , 24  
22.8 , 27513.2 , 21  
