63.4 , 6794.6 , 6  
66.9 , 17717.3 , 14  
71.0 , 34227.3 , 26  
75.1 , 62192.3 , 47  
80.0 , 85523.7 , 65  
82.7 , 99838.4 , 76  
86.2 , 112555.3 , 85  
89.6 , 122921.6 , 93  
101.4 , 214144.9 , 161  
110.3 , 349903.8 , 263  
110.3 , 352191.5 , 265  
122.0 , 415432.1 , 312  
129.6 , 462850.6 , 348  
137.2 , 540782.1 , 406  
129.6 , 486450.9 , 365  
122.0 , 436362.9 , 328  
110.3 , 348991.5 , 262  
110.3 , 345382.5 , 260  
101.4 , 281996.8 , 212  
89.6 , 200770.5 , 151  
86.2 , 178467.8 , 135  
82.7 , 156601.0 , 118  
80.0 , 135731.8 , 103  
75.1 , 98562.4 , 75  
71.0 , 87982.9 , 67  
66.9 , 49050.7 , 38  
63.4 , 34262.9 , 26  
60.0 , 19178.2 , 15  
