66.9 , 11783.6 , 10  
71.0 , 23980.6 , 19  
75.1 , 41962.7 , 32  
80.0 , 55254.7 , 42  
82.7 , 57164.9 , 44  
86.2 , 70857.6 , 54  
89.6 , 78151.9 , 59  
89.6 , 100258.7 , 76  
101.4 , 166116.2 , 125  
101.4 , 167635.1 , 126  
110.3 , 208977.5 , 157  
122.0 , 264624.4 , 199  
129.6 , 305217.2 , 230  
137.2 , 349773.7 , 263  
129.6 , 332312.5 , 250  
122.0 , 301555.6 , 227  
110.3 , 247876.4 , 187  
101.4 , 202658.1 , 153  
89.6 , 144396.6 , 109  
86.2 , 130359.3 , 98  
82.7 , 117776.3 , 89  
80.0 , 109410.1 , 83  
75.1 , 80573.8 , 61  
71.0 , 59305.3 , 45  
66.9 , 45531.8 , 35  
63.4 , 30006.9 , 23  
60.0 , 21954.2 , 17  
