60.0 , 102742.4 , 78  
63.4 , 128235.8 , 97  
66.9 , 168392.6 , 127  
71.0 , 223889.6 , 169  
75.1 , 291982.0 , 220  
80.0 , 385427.2 , 290  
82.7 , 439160.7 , 330  
86.2 , 504132.1 , 379  
89.6 , 574378.1 , 431  
101.4 , 696590.2 , 523  
101.4 , 701968.5 , 527  
89.6 , 516630.2 , 388  
86.2 , 463015.2 , 348  
82.7 , 418787.2 , 315  
80.0 , 377086.8 , 283  
80.0 , 375648.2 , 282  
75.1 , 312909.0 , 235  
71.0 , 258299.2 , 194  
66.9 , 208579.7 , 157  
63.4 , 164531.1 , 124  
60.0 , 131210.7 , 99  
49.6 , 46363.3 , 36  
