0.1,0.16015221811786357
3.1,0.1535088621513771
5.1,0.15167143390395632
7.2,0.15104058107611032
9.2,0.14785131803367768
11.2,0.14444392450234997
13.3,0.14105226248403727
15.3,0.13967730112509003
17.3,0.1377706091988624
19.3,0.13614422312595695
21.3,0.1350229266434407
23.3,0.1309658476334392
25.4,0.12985629615921773
27.4,0.12482981724325434
29.4,0.12368610373525245
31.5,0.1211344667236175
33.5,0.11910561978136122
35.5,0.11610352279066821
37.1,0.11415513715840436
35.5,0.115204707560608
33.5,0.11841041147508069
31.5,0.12015735438442157
29.4,0.12162135125220987
27.4,0.12683271675502694
25.4,0.1274595457464219
23.3,0.13049067292110947
21.3,0.12971982478063923
19.3,0.13141082825914854
17.3,0.13547502934099703
15.3,0.13515929736283758
13.3,0.13933808371954634
11.2,0.13848150602144882
9.2,0.13800885231905724
7.2,0.1429254846386176
5.1,0.14611989826074173
3.1,0.14842598022088865
