0.1,0.14995951543455302
3.1,0.14804764186237374
5.1,0.14758601772488553
7.2,0.14416263811970595
9.2,0.14016515281480324
11.2,0.13732912790401763
13.3,0.13405031037176016
15.3,0.1333545508479976
17.3,0.13338718549306036
19.3,0.1316582601736727
21.3,0.12859115516964448
23.3,0.12735554253606024
25.4,0.12387623783477869
27.4,0.12330345636641887
29.4,0.1206181833208598
31.5,0.11889924794244658
33.5,0.11367766194640572
35.5,0.11296437180249821
37.1,0.10985330870715053
35.5,0.11117605022387365
33.5,0.11385683332113695
31.5,0.1188188432804228
29.4,0.1197760554366753
27.4,0.1226245097608322
25.4,0.12525715221216394
23.3,0.12660672622365055
21.3,0.12818081904698903
19.3,0.13241125655878785
17.3,0.1329695332230371
15.3,0.13263582280020192
13.3,0.13642986627159373
11.2,0.14107634342311476
9.2,0.14013626933971657
7.2,0.14399710640564403
5.1,0.14702809515501186
3.1,0.14925809311523375
