0.1,0.14584275633197546
1.1,0.13532918383279438
2.2,0.13621921355818367
3.1,0.13441621077811525
4.1,0.1303534693368793
5.1,0.1262104848897109
6.2,0.13278512982349816
7.2,0.12719955011856834
8.2,0.12501050748591555
9.2,0.12186261340277532
10.2,0.11680165158117765
11.2,0.11127589181440217
12.2,0.10084322877279311
13.3,0.08757021461036016
14.2,0.07660267036641585
15.3,0.04992072684215212
16.3,0.01625870225923465
17.3,0.010664368992927213
18.3,0.05586519744782669
19.3,0.07723624364168191
20.3,0.09331623711224521
21.3,0.11055200007374186
22.3,0.11973872773516545
23.3,0.12481395377739127
24.4,0.13229048546704625
25.4,0.13320518791096403
24.4,0.14038280417204516
23.3,0.135838633180193
22.3,0.13358230653104386
21.3,0.1259582866594618
20.3,0.12143835143601894
19.3,0.11584089080699365
18.3,0.10530934284217261
17.3,0.08426296346531398
16.3,0.06335888292278476
15.3,0.028421617029685275
14.2,0.013894625852440638
13.3,0.04934685383380843
12.2,0.0785020942431217
11.2,0.09432580278823624
10.2,0.10655949948058771
9.2,0.11250561727555074
8.2,0.11932930585060493
7.2,0.12605470586427825
6.2,0.13462744166799598
5.1,0.13449183766502545
4.1,0.13386947625064924
3.1,0.1426110577179713
2.2,0.14411316570192553
1.1,0.14910294108291328
