0, 0.1, 114886.55, -3.329745625000001
306, 3.1, 103897.95, -12.961253525000004
612, 6.2, 89261.15, -25.790408725000006
918, 9.2, 73483.65, -39.61938747500001
1224, 12.2, 56383.85, -54.607362175
1530, 15.3, 38839.85, -69.984678175
1632, 16.3, 32347.35, -75.675354425
1734, 17.3, 25928.9, -81.30112585
1836, 18.3, 19625.65, -86.825924475
1938, 19.3, 13339.65, -92.335603475
2040, 20.3, 6611.15, -98.233133725
2142, 21.3, -3.2, -104.0306115
2244, 22.3, -7829.15, -110.890056675
2346, 23.3, -14021.95, -116.318045875
2448, 24.4, -21119.35, -122.538916975
2550, 25.4, -28533.85, -129.037726225
2652, 26.4, -60170.95, -156.767644375
2754, 27.4, -65420.7, -161.36905025
2856, 28.4, -75977.9, -170.62243604999998
2958, 29.4, -80020.4, -174.1656873
3060, 30.5, -88791.85, -181.853863225
2958, 29.4, -83966.5, -177.62444395
2856, 28.4, -79126.25, -173.381964825
2754, 27.4, -71190.05, -166.425885525
2652, 26.4, -62909.05, -159.167589025
2550, 25.4, -53746.8, -151.1368769
2448, 24.4, -44493.7, -143.02653475
2346, 23.3, -36921.4, -136.3894138
2244, 22.3, -29695.45, -130.055868625
2142, 21.3, -21538.4, -122.9062143
2040, 20.3, -13348.4, -115.7276793
1938, 19.3, -5936.1, -109.23079835
1836, 18.3, 1451.1, -102.75591754999999
1734, 17.3, 8932.4, -96.1985581
1632, 16.3, 16266.3, -89.77039475
1530, 15.3, 23445.55, -83.477782125
1224, 12.2, 46987.75, -62.843043825
918, 9.2, 66288.95, -45.925542025
612, 6.2, 84838.9, -29.66651085000001
306, 3.1, 100341.2, -16.078744900000004
