0, 0.1, 108069.85, -9.30458317499999
306, 3.1, 93566.0, -22.0172077
612, 6.2, 76961.55, -36.57100812499999
918, 9.2, 55725.4, -55.184493599999996
1224, 12.2, 30807.6, -77.0249453
1530, 15.3, -8456.85, -111.440235725
1632, 16.3, -23716.55, -124.815362775
1734, 17.3, -41370.85, -140.289356725
1836, 18.3, -60776.45, -157.298365125
1938, 19.3, -82455.9, -176.30040305
2040, 20.3, -107126.7, -197.92435925
2142, 21.3, -134597.15, -222.002208675
2244, 22.3, -162984.3, -246.88354564999997
2346, 23.3, -195258.0, -275.1714437
2448, 24.4, -230648.65, -306.191348425
2550, 25.4, -265598.8, -336.8251549
2652, 26.4, -305370.95, -371.685444375
2754, 27.4, -343670.15, -405.254693175
2856, 28.4, -383424.55, -440.099424775
2958, 29.4, -425146.95, -476.669108375
3060, 30.5, -463435.95, -510.22941687499997
2958, 29.4, -428214.75, -479.358035075
2856, 28.4, -389724.75, -445.62155007499996
2754, 27.4, -355708.6, -415.8063946
2652, 26.4, -308440.4, -374.3758173
2550, 25.4, -272331.4, -342.72627880000005
2448, 24.4, -254305.3, -326.92640215
2346, 23.3, -209288.25, -287.468957825
2244, 22.3, -179955.95, -261.759196875
2142, 21.3, -152026.3, -237.27885864999996
2040, 20.3, -125401.1, -213.94187085
1938, 19.3, -98905.2, -190.7182145
1836, 18.3, -74614.75, -169.427635075
1734, 17.3, -53046.65, -150.52319542499998
1632, 16.3, -33775.1, -133.63168185
1530, 15.3, -17006.35, -118.933872475
1224, 12.2, 23863.95, -83.111054525
918, 9.2, 52270.1, -58.21306405
612, 6.2, 75495.6, -37.8559133
306, 3.1, 95196.5, -20.588074449999993
