0, 0.1, 105042.65, -11.957923975
102, 1.1, 98499.55, -17.692951124999993
204, 2.2, 91515.65, -23.81433947500001
306, 3.1, 84481.8, -29.979508999999993
408, 4.1, 79289.4, -34.53064760000001
510, 5.1, 72160.1, -40.77947904999999
612, 6.2, 64398.2, -47.5827844
714, 7.2, 54736.9, -56.05091385
816, 8.2, 41513.6, -67.6411363
918, 9.2, 25106.5, -82.02195945
1020, 10.2, 2427.3, -101.90027825
1122, 11.2, -25117.6, -126.0433831
1224, 12.2, -57265.65, -154.221148925
1326, 13.3, -101461.1, -192.95846085
1428, 14.2, -152079.4, -237.3254008
1530, 15.3, -205576.8, -284.21587189999997
1428, 14.2, -173349.7, -255.96881875000003
1326, 13.3, -141464.0, -228.0210027
1224, 12.2, -105105.45, -196.152733625
1122, 11.2, -67872.05, -163.517658525
1020, 10.2, -28482.45, -128.992674125
918, 9.2, 5181.65, -99.486090475
816, 8.2, 29480.7, -78.18797315
714, 7.2, 44462.3, -65.05660075
612, 6.2, 60211.95, -51.252032525000004
510, 5.1, 74652.95, -38.594496025
408, 4.1, 87128.9, -27.659325850000002
306, 3.1, 97511.75, -18.558757825
204, 2.2, 106842.15, -10.380662225000009
102, 1.1, 114644.3, -3.54207774999999
