0, 0.1, 91186.7, -24.102664149999995
102, 1.1, 89230.05, -25.817667874999998
204, 2.2, 81571.1, -32.53073755
306, 3.1, 73752.8, -39.3834775
408, 4.1, 66972.55, -45.326366625
510, 5.1, 60423.65, -51.066477475
612, 6.2, 50954.1, -59.36653805
714, 7.2, 36126.9, -72.36257885
816, 8.2, 15803.8, -90.175776
918, 9.2, -11414.5, -114.03261595
1020, 10.2, -47723.55, -145.857498275
1122, 11.2, -100856.5, -192.42852895
1020, 10.2, -41428.6, -140.3399746
918, 9.2, 1273.95, -102.911189525
816, 8.2, 33296.7, -74.84324915
714, 7.2, 57235.25, -53.861110075
612, 6.2, 74209.25, -38.983399074999994
510, 5.1, 85680.05, -28.929242875
408, 4.1, 93669.7, -21.926314649999995
306, 3.1, 99034.25, -17.224286574999994
204, 2.2, 104100.95, -12.783324024999999
102, 1.1, 108580.15, -8.857305225000005
