0, 0.1, 113695.2, -4.373963900000007
306, 3.1, 109709.05, -7.867824374999998
612, 6.2, 94582.4, -21.12633310000001
918, 9.2, 77747.75, -35.881903824999995
1224, 12.2, 58299.35, -52.928426425
1530, 15.3, 39665.8, -69.26073299999999
1632, 16.3, 33407.65, -74.746001475
1734, 17.3, 27032.35, -80.33395192500001
1836, 18.3, 20566.05, -86.00166387499999
1938, 19.3, 14121.55, -91.650268125
2040, 20.3, 7337.6, -97.5964003
2142, 21.3, 779.45, -103.344618775
2244, 22.3, -6308.6, -109.5572946
2346, 23.3, -13570.1, -115.92199935
2448, 24.4, -24435.4, -125.4454348
2550, 25.4, -28907.45, -129.365186625
2652, 26.4, -36477.85, -136.000642225
2754, 27.4, -44284.05, -142.842776525
2856, 28.4, -52744.6, -150.2584486
2958, 29.4, -61397.35, -157.842583975
3060, 30.5, -74372.45, -169.215259125
2958, 29.4, -67732.25, -163.39512382499998
2856, 28.4, -60366.85, -156.939350725
2754, 27.4, -52675.55, -150.197926275
2652, 26.4, -44258.1, -142.82003135
2550, 25.4, -36024.15, -135.60297417499999
2448, 24.4, -27505.35, -128.136245975
2346, 23.3, -19465.7, -121.08949275
2244, 22.3, -11392.25, -114.013113825
2142, 21.3, -3503.8, -107.0988874
2040, 20.3, 4029.55, -100.495906125
1938, 19.3, 10947.2, -94.43258589999999
1836, 18.3, 18391.2, -87.9079199
1734, 17.3, 25171.7, -81.96481165
1632, 16.3, 31700.55, -76.242274625
1530, 15.3, 38249.25, -70.50233907500001
1224, 12.2, 55639.75, -55.259565825
918, 9.2, 72868.2, -40.1588294
612, 6.2, 89312.45, -25.745444274999997
306, 3.1, 104634.35, -12.315798924999996
