20,0.1,-10.984352,-3.057767675,-14.06459173,-9.983695375,-9.56766465,-10.65732945,-11.60920845,-9.4762457,-21.3500159,-10.984352,-3.057767675,-14.06459173,-9.983695375,-9.56766465,-10.65732945,-13.32912058,-14.11008207,-11.60920845,-9.4762457,-21.3500159
20,1.1,-15.123535,-8.024980825,-13.93841955,-12.53816698,-11.9881194,-12.23402148,-13.00512235,-10.97431568,-20.99954737,-2.2138735,-9.46879545,-4.038834125,-2.479891225,-3.52489835,-1.904907225,-7.755544725,-7.745289675,-5.145765975,-7.723552475,-7.3477531
20,2.2,-19.558888,-12.24988613,-18.42859757,-16.21341913,-16.03588405,-16.09303185,-14.95656195,-13.54018178,-23.08872895,-5.3773811,-13.79607595,-7.228067025,-5.475592925,-6.478791,-4.815851375,-12.43640532,-12.45700308,-9.22898505,-12.4857961,-12.0524545
20,3.1,-24.137111,-16.77990107,-22.35948095,-20.39489385,-20.4814044,-19.38972365,-17.23668905,-17.04561205,-29.313369,-9.128319,-18.03706503,-11.21355635,-9.46809425,-10.1883143,-8.579717675,-17.62055222,-17.53132453,-14.37614365,-17.49766692,-17.54131662
20,4.1,-28.864645,-21.63005765,-27.93625603,-24.73725015,-25.06913687,-23.82801288,-19.84651162,-21.58653942,-30.97652775,-13.527823,-18.32368053,-15.71924842,-14.16398682,-14.65662365,-13.17901995,-23.22112428,-23.17743075,-19.73453875,-23.17598453,-23.24294912
20,5.1,-34.000234,-26.98025748,-33.22733592,-29.6918417,-30.0152702,-28.79811848,-24.60003407,-26.71467798,-33.08472937,-17.842131,-13.93434383,-21.37447025,-19.45997513,-20.1690198,-17.2197726,-29.67952687,-29.4916491,-26.05883685,-29.42744548,-29.89663593
20,6.2,-39.76607,-32.74491032,-43.7942008,-35.44457415,-35.49523585,-34.86341083,-31.61865165,-32.89873608,-47.41813387,-23.058621,-18.50515985,-27.64425005,-25.75543638,-26.29316912,-22.87920162,-36.89969562,-36.85806187,-33.13819587,-36.36945695,-37.21089695
20,7.2,-46.04685,-39.41034223,-45.97962208,-41.48694603,-41.56504217,-40.68394055,-38.6764926,-39.14975877,-50.66661818,-29.27546,-24.81144587,-34.9261244,-33.5144335,-33.49808678,-29.4905973,-45.1618914,-44.51867187,-41.2782952,-44.8516104,-44.6920874
20,8.2,-53.198871,-46.48238248,-53.02545497,-48.42032397,-48.84612768,-47.52327005,-47.29586213,-47.30169085,-54.92263923,-37.616629,-32.68618483,-43.79008125,-42.55750313,-42.64129653,-38.3683152,-54.84463072,-54.15254632,-50.31264365,-54.3383205,-53.9216324
20,9.2,-62.319554,-55.56064358,-62.21319093,-56.77275543,-57.75312068,-55.9179488,-57.21144368,-55.96427183,-60.36447712,-47.936058,-42.22092712,-54.41707403,-52.96563385,-53.47663335,-49.14010578,-66.56562698,-65.82393268,-61.6758526,-66.0771097,-64.3660064
20,10.2,-72.759984,-66.13263598,-72.5025559,-66.59814513,-73.4511042,-65.93012065,-69.7293099,-67.22453585,-68.21901275,-59.802947,-53.701105,-67.91683938,-64.79404518,-65.9815712,-61.85040758,-81.16908112,-80.02647573,-74.81765535,-75.04699157,-77.2431938
20,11.2,-85.228547,-79.13612703,-84.8555963,-79.29604445,-83.07406623,-78.41884325,-85.7168452,-81.6323552,-82.3442485,-75.947683,-70.26932155,-84.23937298,-78.6420878,-82.32224835,-77.84302658,-101.2430347,-97.57654758,-92.38486278,-97.82442178,-92.47715823
20,12.2,-100.00331,-94.90646563,-99.92832855,-94.7714408,-98.02049483,-94.31333808,-104.963821,-100.3047853,-101.2435606,-98.679228,-91.43605153,-103.3718779,-97.34558983,-103.0042738,-95.70846313,-121.841968,-119.5622792,-110.0913022,-120.5590788,-105.8179703
20,13.3,-119.29223,-114.0973893,-122.7028225,-115.2089666,-117.7191311,-114.8015694,-127.6807289,-124.215793,-125.2618957,-127.06214,-129.5917181,-121.7719357,-121.9172155,-118.2288159,-122.6709179,-151.7298292,-148.0001902,-131.4622567,-150.3385607,-135.7646446
20,14.2,-143.46408,-138.8374783,-145.403033,-140.2316392,-143.717655,-140.9985767,-158.965512,-155.4833528,-154.1649653,-145.33944,-146.4970803,-150.7350455,-150.3656446,-147.2315873,-155.0950194,-189.9332211,-185.1900414,-166.3545823,-188.2066914,-170.2604854
20,15.3,-175.16902,-173.7628479,-176.2660881,-172.4529625,-176.0287319,-173.3425661,-197.6112735,-193.6369157,-190.501719,-183.00927,-185.5367847,-187.3029761,-187.461272,-182.516059,-182.8818663,-234.3188305,-225.2146688,-206.8894204,-224.5025126,-203.1928693
19,16.3,-211.87456,-208.6875601,-213.0148845,-209.8750862,-220.706654,-218.2131868,-243.9982829,-239.6731499,-233.5529448,-218.80535,-223.651957,-224.750343,-225.1392022,-225.5693884,-222.5283278,-264.8806325,-265.2844361,-254.1712049,-256.2321632,
