15,0.1,0.152044475,0.148805234,0.16303722,0.154563372,0.153897496,0.15120983,0.139372779,0.150293973,0.152357125,0.155942812,0.152508237,0.148079309,0.153118998,0.150817084,0.15311811
15,3.1,0.146846157,0.147344608,0.149555706,0.146527481,0.140468355,0.147297447,0.138313469,0.143735258,0.138994694,0.145839103,0.145833912,0.144932671,0.144237661,0.147531502,0.143832863
15,5.1,0.14415489,0.139336754,0.143713757,0.144450926,0.134042803,0.135897424,0.133539114,0.141081228,0.139206667,0.141170075,0.136930537,0.140828521,0.142135543,0.143363396,0.138042927
15,7.2,0.137851847,0.137578641,0.13667561,0.136053465,0.137073325,0.13644403,0.132597227,0.133892053,0.136057145,0.138696836,0.131624672,0.13444495,0.13708307,0.130422232,0.134725786
15,9.2,0.132856293,0.133714156,0.133108991,0.132276438,0.13385773,0.134884483,0.127646094,0.133777149,0.128610242,0.132452851,0.127364045,0.132439404,0.12712738,0.129866202,0.130201841
15,11.2,0.127700502,0.126402841,0.128623252,0.126078473,0.13097099,0.122701862,0.124100566,0.125919783,0.122273454,0.131332116,0.125929564,0.128015125,0.126765704,0.129849946,0.128655222
15,13.3,0.124866305,0.12216347,0.121605536,0.12402245,0.130206225,0.118764794,0.117992527,0.127769523,0.116177108,0.123842836,0.116946606,0.119090806,0.118935042,0.12056357,0.121095936
15,15.3,0.117988629,0.116901113,0.114849886,0.116494206,0.108608319,0.113464571,0.112573954,0.119870842,0.108479887,0.118267077,0.109798736,0.111858257,0.116130849,0.115113258,0.113234805
15,17.3,0.109604581,0.108886531,0.106601392,0.110210337,0.101414164,0.105906355,0.108811154,0.100943313,0.099731693,0.113559018,0.103998325,0.102110633,0.106360024,0.10699065,0.105406955
15,19.3,0.09720715,0.093636527,0.090129322,0.097377024,0.091351472,0.092284845,0.101382262,0.092845197,0.081723287,0.107387374,0.091858966,0.090569577,0.09297771,0.092323374,0.093469699
15,21.3,0.08516769,0.093108593,0.0762079,0.082462358,0.072393115,0.076593393,0.09338815,0.077430184,0.069783399,0.100830498,0.081371347,0.073286633,0.074352197,0.078664961,0.075909241
15,23.3,0.071735967,0.063643071,0.059463094,0.063704976,0.059632158,0.059347012,0.083783014,0.060939537,0.046056538,0.09518875,0.068934048,0.061371583,0.068063043,0.062762623,0.049603578
