6,0.1,0.160152218,0.155753731,0.156722411,0.148075292,0.149959515,0.153801534
6,3.1,0.153508862,0.150513691,0.149304142,0.147014316,0.148047642,0.148684565
6,5.1,0.151671434,0.151903966,0.147908351,0.144948969,0.147586018,0.148041308
6,7.2,0.151040581,0.145108011,0.146670725,0.143794806,0.144162638,0.141224588
6,9.2,0.147851318,0.141780759,0.142289451,0.142188423,0.140165153,0.140513769
6,11.2,0.144443925,0.142376083,0.138425213,0.13825738,0.137329128,0.139037409
6,13.3,0.141052262,0.135511745,0.140172848,0.137767811,0.13405031,0.137248093
6,15.3,0.139677301,0.137667002,0.136660365,0.13629126,0.133354551,0.132981526
6,17.3,0.137770609,0.137952323,0.13728515,0.132118345,0.133387185,0.131257986
6,19.3,0.136144223,0.132174079,0.131778977,0.130541341,0.13165826,0.131701194
6,21.3,0.135022927,0.130087723,0.131126427,0.127133042,0.128591155,0.130595768
6,23.3,0.130965848,0.126666249,0.130254421,0.125176834,0.127355543,0.12651729
6,25.4,0.129856296,0.128230765,0.127318018,0.124081654,0.123876238,0.121186697
6,27.4,0.124829817,0.121579888,0.122617729,0.119955025,0.123303456,0.121588532
6,29.4,0.123686104,0.119254958,0.122786788,0.122052342,0.120618183,0.119479542
6,31.5,0.121134467,0.116931629,0.120317504,0.117214078,0.118899248,0.115506706
6,33.5,0.11910562,0.116890069,0.116562309,0.115543252,0.113677662,0.115769512
6,35.5,0.116103523,0.115315407,0.115597369,0.113934193,0.112964372,0.113111584
6,37.1,0.114155137,0.112773767,0.112299327,0.10923879,0.109853309,0.107861151
6,35.5,0.115204708,0.114062377,0.113472498,0.115271338,0.11117605,0.114580898
6,33.5,0.118410411,0.116806252,0.116307133,0.118454249,0.113856833,0.114920242
6,31.5,0.120157354,0.115647549,0.118712411,0.119154771,0.118818843,0.118247506
6,29.4,0.121621351,0.122452154,0.120706869,0.120515468,0.119776055,0.121551823
6,27.4,0.126832717,0.122223988,0.124075543,0.123594501,0.12262451,0.122075422
6,25.4,0.127459546,0.124795838,0.125583664,0.12685176,0.125257152,0.125161973
6,23.3,0.130490673,0.127094403,0.126721075,0.128663794,0.126606726,0.128693576
6,21.3,0.129719825,0.131268131,0.130228248,0.129871151,0.128180819,0.129102638
6,19.3,0.131410828,0.131192028,0.13222641,0.13041751,0.132411257,0.12981749
6,17.3,0.135475029,0.134455707,0.135450269,0.133643405,0.132969533,0.129962843
6,15.3,0.135159297,0.13426946,0.134895776,0.134790802,0.132635823,0.134844815
6,13.3,0.139338084,0.136275138,0.140661638,0.138581657,0.136429866,0.135956773
6,11.2,0.138481506,0.141238569,0.14054206,0.140626829,0.141076343,0.139994768
6,9.2,0.138008852,0.142524417,0.138795828,0.142532591,0.140136269,0.141087165
6,7.2,0.142925485,0.147186079,0.146929115,0.145495541,0.143997106,0.144821984
6,5.1,0.146119898,0.148140305,0.144923349,0.147471194,0.147028095,0.146751011
6,3.1,0.14842598,0.150530746,0.149509164,0.149656208,0.149258093,0.150101247
