0, 0.1, 116063.65, -2.298017475000009
102, 1.1, 114156.45, -3.969678275000007
204, 2.2, 111218.65, -6.544659975000002
306, 3.1, 106362.55, -10.801031624999993
408, 4.1, 100702.85, -15.761758674999996
510, 5.1, 94198.6, -21.462733799999995
612, 6.2, 88110.4, -26.79904110000001
714, 7.2, 81753.25, -32.371083075
816, 8.2, 75478.75, -37.870682325000004
918, 9.2, 68962.45, -43.582219275
1020, 10.2, 62372.05, -49.358704874999994
1122, 11.2, 55509.1, -55.37408055
1224, 12.2, 48566.55, -61.459225624999995
1326, 13.3, 41096.3, -68.00689975
1428, 14.2, 34414.5, -73.86349745
1530, 15.3, 25871.45, -81.351480775
1632, 16.3, 18391.7, -87.90748165
1734, 17.3, 11020.55, -94.368294625
1836, 18.3, 3621.75, -100.853342825
1938, 19.3, -4094.0, -107.6161977
2040, 20.3, -11863.2, -114.4259015
2142, 21.3, -17691.45, -119.534362625
2244, 22.3, -28854.65, -129.318907425
2346, 23.3, -36822.4, -136.3026403
2448, 24.4, -47018.15, -145.239215175
2550, 25.4, -57338.8, -154.28526490000002
2448, 24.4, -48135.15, -146.218265675
2346, 23.3, -38187.85, -137.49945722500001
2244, 22.3, -28000.2, -128.569982
2142, 21.3, -17689.45, -119.53260962499999
2040, 20.3, -6643.75, -109.851053575
1938, 19.3, 3981.8, -100.537759
1836, 18.3, 14112.0, -91.6586387
1734, 17.3, 24032.9, -82.96296985
1632, 16.3, 33226.9, -74.90442885
1530, 15.3, 41868.45, -67.33011027500001
1428, 14.2, 50158.5, -60.06388145
1326, 13.3, 58014.45, -53.178141275
1224, 12.2, 65043.45, -47.017222775
1122, 11.2, 71798.55, -41.096377624999995
1020, 10.2, 78286.5, -35.40968945
918, 9.2, 84510.6, -29.954265799999988
816, 8.2, 90500.6, -24.704030799999998
714, 7.2, 96269.55, -19.64754612499999
612, 6.2, 101884.05, -14.72643687499999
510, 5.1, 107233.2, -10.037906899999996
408, 4.1, 112442.95, -5.471561025
306, 3.1, 115994.15, -2.3589342249999987
204, 2.2, 116366.2, -2.0328324000000038
102, 1.1, 116405.5, -1.9983859499999994
