0, 0.1, 102837.0, -13.891176200000004
102, 1.1, 101187.75, -15.336743825
204, 2.2, 98509.6, -17.68414229999999
306, 3.1, 95268.55, -20.524922625000002
408, 4.1, 92346.2, -23.0863624
510, 5.1, 88576.1, -26.39085505
612, 6.2, 84899.65, -29.61326347500001
714, 7.2, 81042.35, -32.994186924999994
816, 8.2, 76973.25, -36.560753074999994
918, 9.2, 72638.75, -40.359942325
1020, 10.2, 68025.8, -44.403192999999995
1122, 11.2, 63099.5, -48.72109495
1224, 12.2, 58053.0, -53.1443522
1326, 13.3, 52536.0, -57.9800027
1428, 14.2, 46479.4, -63.2886126
1530, 15.3, 40354.9, -68.65673685
1632, 16.3, 33827.3, -74.37817824999999
1734, 17.3, 24181.35, -82.832853425
1836, 18.3, 17828.75, -88.40090732499999
1938, 19.3, 10141.25, -95.139001075
2040, 20.3, -8084.55, -111.113914775
2142, 21.3, -8671.2, -111.6281135
2244, 22.3, -19339.2, -120.9786155
2346, 23.3, -29500.6, -129.8850826
2448, 24.4, -40068.2, -139.147584
2550, 25.4, -50835.4, -148.58503480000002
2448, 24.4, -41369.4, -140.2880858
2346, 23.3, -31628.25, -131.749967825
2244, 22.3, -21620.1, -122.97782434999999
2142, 21.3, -11639.55, -114.22987227499999
2040, 20.3, -1950.75, -105.737639075
1938, 19.3, 7321.05, -97.610906375
1836, 18.3, 16148.2, -89.8739094
1734, 17.3, 24443.4, -82.6031666
1632, 16.3, 32266.9, -75.74586885
1530, 15.3, 39451.1, -69.44891755
1428, 14.2, 46364.65, -63.389190975
1326, 13.3, 52545.95, -57.971281525
1224, 12.2, 58258.05, -52.964625874999996
1122, 11.2, 63563.75, -48.314179825
1020, 10.2, 68839.5, -43.689984949999996
918, 9.2, 73586.75, -39.529020325000005
816, 8.2, 78226.0, -35.4627177
714, 7.2, 82319.75, -31.874545825
612, 6.2, 86112.15, -28.550507225000004
510, 5.1, 89784.7, -25.331517149999996
408, 4.1, 93305.65, -22.245404475
306, 3.1, 96491.8, -19.452743999999996
204, 2.2, 99319.7, -16.974089649999996
102, 1.1, 101825.8, -14.777492999999993
0, 0.1, 103059.7, -13.695979649999998
102, 1.1, 101444.4, -15.111790100000007
204, 2.2, 98817.95, -17.413873525
306, 3.1, 95768.4, -20.08680410000001
408, 4.1, 92523.55, -22.930915125
510, 5.1, 89011.95, -26.008832525000003
612, 6.2, 85295.15, -29.266607725
714, 7.2, 81417.25, -32.665587075000005
816, 8.2, 77378.65, -36.205419975
918, 9.2, 73071.8, -39.980374
1020, 10.2, 68492.55, -43.994086624999994
1122, 11.2, 63521.15, -48.351518725
1224, 12.2, 58173.75, -53.038514825
1326, 13.3, 52789.65, -57.757678475
1428, 14.2, 46888.0, -62.9304747
1530, 15.3, 40626.5, -68.41867945
1632, 16.3, 34120.15, -74.12149522499999
1734, 17.3, 26852.65, -80.491458975
1836, 18.3, 19037.4, -87.3415256
1938, 19.3, 10483.55, -94.838975125
2040, 20.3, 1748.9, -102.49489585
2142, 21.3, -7752.5, -110.82287295
2244, 22.3, -17608.35, -119.461525475
2346, 23.3, -27835.8, -128.4258854
2448, 24.4, -38157.5, -137.47285545
2550, 25.4, -49700.6, -147.5903826
2448, 24.4, -39921.75, -139.019220575
2346, 23.3, -28884.7, -129.34524625
2244, 22.3, -19118.95, -120.785566375
2142, 21.3, -9417.5, -112.28224545
2040, 20.3, 46.0, -103.9874877
1938, 19.3, 8870.5, -96.25281345
1836, 18.3, 18152.7, -88.11696515
1734, 17.3, 26252.8, -81.0172275
1632, 16.3, 33752.65, -74.44360897499999
1530, 15.3, 40717.9, -68.33856735
1428, 14.2, 47500.0, -62.3940567
1326, 13.3, 53723.0, -56.9395972
1224, 12.2, 59396.5, -51.96677445
1122, 11.2, 64879.9, -47.16057435
1020, 10.2, 69623.9, -43.002458350000005
918, 9.2, 74279.85, -38.92151817499999
816, 8.2, 78634.75, -35.10444832499999
714, 7.2, 82622.65, -31.60905397500001
612, 6.2, 86503.85, -28.207182175
510, 5.1, 90245.6, -24.927538299999995
408, 4.1, 93907.25, -21.718102075000004
306, 3.1, 97229.55, -18.806106125
204, 2.2, 100121.35, -16.271443425
102, 1.1, 102683.95, -14.025324525000002
