0, 0.1, 115820.25, -2.5113575750000052
102, 1.1, 113937.0, -4.1620262
204, 2.2, 110706.7, -6.993384149999997
306, 3.1, 105996.75, -11.121655325000006
408, 4.1, 100222.2, -16.183048400000004
510, 5.1, 93879.9, -21.74207435000001
612, 6.2, 87418.95, -27.405097025000003
714, 7.2, 81062.55, -32.97648162499999
816, 8.2, 74584.15, -38.654799225000005
918, 9.2, 68464.25, -44.018891575
1020, 10.2, 61890.9, -49.78043285
1122, 11.2, 54991.55, -55.827713124999995
1224, 12.2, 48138.4, -61.834499099999995
1326, 13.3, 41259.0, -67.86429319999999
1428, 14.2, 36658.65, -71.896499975
1530, 15.3, 27688.85, -79.758529675
1632, 16.3, 18557.2, -87.7624209
1734, 17.3, 12293.65, -93.252422475
1836, 18.3, 4909.95, -99.724235525
1938, 19.3, -3177.6, -106.8129731
2040, 20.3, -10260.15, -113.02082817499999
2142, 21.3, -18915.85, -120.607549225
2244, 22.3, -27131.55, -127.808610275
2346, 23.3, -37753.7, -137.11892475
2448, 24.4, -47635.95, -145.780716875
2550, 25.4, -58400.4, -155.2157573
2448, 24.4, -48614.3, -146.63824065
2346, 23.3, -38204.6, -137.5141386
2244, 22.3, -28367.6, -128.8920081
2142, 21.3, -17909.25, -119.725264325
2040, 20.3, -6899.35, -110.075086975
1938, 19.3, 3657.0, -100.8224462
1836, 18.3, 13822.05, -91.912779875
1734, 17.3, 23446.75, -83.476730325
1632, 16.3, 32722.3, -75.34671075
1530, 15.3, 41473.3, -67.67645925
1428, 14.2, 49785.3, -60.39099125
1326, 13.3, 57428.4, -53.691814099999995
1224, 12.2, 64457.4, -47.5308956
1122, 11.2, 71167.35, -41.64962442499999
1020, 10.2, 77684.85, -35.93703567499999
918, 9.2, 83995.4, -30.40583860000001
816, 8.2, 90187.7, -24.97828765
714, 7.2, 95995.5, -19.887750949999997
612, 6.2, 101471.15, -15.088343725000001
510, 5.1, 106996.75, -10.245155324999999
408, 4.1, 112363.4, -5.5412866000000065
306, 3.1, 116017.7, -2.3382926499999996
204, 2.2, 114798.65, -3.4067899750000095
102, 1.1, 116454.85, -1.9551306749999924
