0, 0.1, 114807.05, -3.399427375000002
102, 1.1, 109911.4, -7.6904645999999985
204, 2.2, 105631.3, -11.441972249999992
306, 3.1, 101643.8, -14.937016
408, 4.1, 96762.3, -19.215650749999995
510, 5.1, 91348.9, -23.96049585
612, 6.2, 85885.05, -28.749560375
714, 7.2, 80734.1, -33.26436804999999
816, 8.2, 75052.7, -38.24411515
918, 9.2, 68918.2, -43.621004400000004
1020, 10.2, 61672.45, -49.971904275
1122, 11.2, 53300.0, -57.3103567
1224, 12.2, 43170.2, -66.18912639999999
1326, 13.3, 31999.75, -75.980025825
1428, 14.2, 16686.0, -89.4025277
1530, 15.3, -6319.65, -109.566979925
1530, 15.3, -6045.35, -109.326555975
1428, 14.2, 14050.7, -91.71236815
1326, 13.3, 29014.5, -78.59659745
1224, 12.2, 40504.25, -68.525831575
1122, 11.2, 52338.05, -58.15350587499999
1020, 10.2, 61966.95, -49.713775025000004
918, 9.2, 70195.4, -42.5015386
816, 8.2, 76447.3, -37.02174825
714, 7.2, 81944.15, -32.203759225
612, 6.2, 86958.6, -27.808593799999997
510, 5.1, 91521.2, -23.809474899999998
408, 4.1, 96044.3, -19.844977749999998
306, 3.1, 106806.15, -10.412216225000009
204, 2.2, 111624.2, -6.189195400000003
102, 1.1, 115049.2, -3.1871828999999963
