0, 0.1, 105959.0, -11.154743199999999
102, 1.1, 104155.95, -12.735116524999995
204, 2.2, 101056.45, -15.451828274999997
306, 3.1, 97444.9, -18.617351850000006
408, 4.1, 93492.8, -22.0813675
510, 5.1, 89158.45, -25.880425275000007
612, 6.2, 84642.15, -29.838962225000003
714, 7.2, 79489.95, -34.35486552500001
816, 8.2, 74098.4, -39.0805591
918, 9.2, 68305.55, -44.157992125
1020, 10.2, 61298.55, -50.299627625
1122, 11.2, 53560.6, -57.0819408
1224, 12.2, 45030.45, -64.558617275
1326, 13.3, 34841.2, -73.4894949
1428, 14.2, 23998.25, -82.99334057499999
1530, 15.3, 11623.95, -93.839414525
1632, 16.3, -2027.05, -105.804516025
1734, 17.3, -16842.4, -118.7901703
1836, 18.3, -33455.05, -133.351158025
1836, 18.3, -34473.85, -134.244136225
1734, 17.3, -19514.6, -121.1323536
1632, 16.3, -4528.85, -107.997343725
1530, 15.3, 9331.5, -95.84874694999999
1428, 14.2, 22250.05, -84.525637875
1326, 13.3, 34202.4, -74.0494031
1224, 12.2, 44693.65, -64.853822475
1122, 11.2, 53965.0, -56.7274842
1020, 10.2, 62416.25, -49.319963575
918, 9.2, 70261.8, -42.443338999999995
816, 8.2, 76201.75, -37.236972824999995
714, 7.2, 81961.65, -32.188420475
612, 6.2, 87162.15, -27.630182225
510, 5.1, 92061.05, -23.336296375000003
408, 4.1, 96549.9, -19.40181935000001
306, 3.1, 100655.3, -15.80343624999999
204, 2.2, 104141.8, -12.747518999999997
102, 1.1, 107161.65, -10.100620475
