0, 0.1, 115739.3, -2.582310249999992
102, 1.1, 112945.25, -5.031295075000003
204, 2.2, 108398.8, -9.016258499999992
306, 3.1, 103204.2, -13.569325399999997
408, 4.1, 97778.9, -18.32460085000001
510, 5.1, 93044.75, -22.474083324999995
612, 6.2, 88267.5, -26.661342950000005
714, 7.2, 82921.4, -31.34719960000001
816, 8.2, 76737.6, -36.76730029999999
918, 9.2, 69710.8, -42.92629049999999
1020, 10.2, 62448.8, -49.2914335
1122, 11.2, 53463.35, -57.167180425
1224, 12.2, 43435.05, -65.95698537499999
1326, 13.3, 30593.7, -77.21242864999999
1428, 14.2, 15111.35, -90.782708425
1530, 15.3, -7972.95, -111.016097375
1530, 15.3, -8487.85, -111.467407225
1428, 14.2, 12042.7, -93.47238014999999
1326, 13.3, 28458.85, -79.083624675
1224, 12.2, 41880.15, -67.319855225
1122, 11.2, 52901.55, -57.659598124999995
1020, 10.2, 62171.6, -49.534399300000004
918, 9.2, 70029.95, -42.646555525000004
816, 8.2, 76823.4, -36.6920966
714, 7.2, 83084.1, -31.20459305
612, 6.2, 88947.05, -26.06571737499999
510, 5.1, 94345.25, -21.334195074999997
408, 4.1, 100122.35, -16.270566924999997
306, 3.1, 105656.0, -11.4203227
204, 2.2, 110613.65, -7.074942475
102, 1.1, 114452.75, -3.709971324999998
