0, 0.1, 102414.65, -14.261365975000004
102, 1.1, 100769.4, -15.703427599999998
204, 2.2, 98125.55, -18.02076212499999
306, 3.1, 95039.35, -20.72581642499999
408, 4.1, 91796.25, -23.568393575
510, 5.1, 88359.65, -26.58057347500001
612, 6.2, 84624.65, -29.854300975
714, 7.2, 80686.6, -33.30600179999999
816, 8.2, 76496.7, -36.97844915
918, 9.2, 72225.6, -40.7220683
1020, 10.2, 67573.2, -44.7998969
1122, 11.2, 62582.95, -49.173851025000005
1224, 12.2, 57475.55, -53.650487125
1326, 13.3, 52041.65, -58.413300475
1428, 14.2, 46238.15, -63.500068225
1530, 15.3, 39897.95, -69.057253525
1632, 16.3, 33430.3, -74.72614875
1734, 17.3, 25614.1, -81.57704805
1836, 18.3, 18319.4, -87.9708526
1938, 19.3, 8950.45, -96.182737275
2040, 20.3, 208.3, -103.84523175
2142, 21.3, -9139.95, -112.038972875
2244, 22.3, -19002.9, -120.68384855
2346, 23.3, -31173.7, -131.35155475
2448, 24.4, -40805.5, -139.79382745
2550, 25.4, -51300.6, -148.9927826
2448, 24.4, -41982.7, -140.82564324999998
2346, 23.3, -31950.7, -132.03259524999999
2244, 22.3, -19002.9, -120.68384855
2142, 21.3, -11601.75, -114.196740575
2040, 20.3, -1672.25, -105.493533825
1938, 19.3, 7523.9, -97.43310835
1836, 18.3, 15996.4, -90.0069621
1734, 17.3, 24429.35, -82.615481425
1632, 16.3, 32145.15, -75.85258272499999
1530, 15.3, 39477.45, -69.425821775
1428, 14.2, 46144.95, -63.581758025
1326, 13.3, 52124.7, -58.34050715
1224, 12.2, 57909.65, -53.269998475
1122, 11.2, 63190.9, -48.64098285
1020, 10.2, 68411.95, -44.064732525000004
918, 9.2, 72972.8, -40.0671475
816, 8.2, 77591.0, -36.0192952
714, 7.2, 81793.05, -32.336198374999995
612, 6.2, 85696.55, -28.91478062499999
510, 5.1, 89393.95, -25.674009525000002
408, 4.1, 92902.3, -22.598940749999997
306, 3.1, 96066.65, -19.825387974999998
204, 2.2, 98888.25, -17.352255575
102, 1.1, 101461.35, -15.096933424999989
