0, 0.1, 3297.95, 2
102, 1.1, -3667.05, -3
204, 2.2, -10441.05, -8
306, 3.1, -18424.9, -14
408, 4.1, -26864.95, -21
510, 5.1, -36633.55, -28
612, 6.2, -48417.3, -37
714, 7.2, -61494.15, -47
816, 8.2, -77732.8, -59
918, 9.2, -96530.45, -73
1020, 10.2, -119803.4, -91
1122, 11.2, -147969.7, -112
1224, 12.2, -177374.35, -134
1326, 13.3, -211550.8, -160
1326, 13.3, -215477.8, -163
1224, 12.2, -180753.05, -136
1122, 11.2, -153680.35, -116
1020, 10.2, -126821.7, -96
918, 9.2, -102620.3, -78
816, 8.2, -79668.95, -60
714, 7.2, -63112.65, -48
612, 6.2, -48935.6, -37
510, 5.1, -36849.5, -28
408, 4.1, -26732.7, -20
306, 3.1, -17892.15, -14
204, 2.2, -9882.6, -8
102, 1.1, -2723.5, -2
