0, 0.1, 3574.25, 2
102, 1.1, -3226.65, -3
204, 2.2, -10469.65, -8
306, 3.1, -18084.4, -14
408, 4.1, -26655.25, -20
510, 5.1, -36666.95, -28
612, 6.2, -47784.8, -36
714, 7.2, -60910.35, -46
816, 8.2, -76772.1, -58
918, 9.2, -96466.85, -73
1020, 10.2, -120241.1, -91
1122, 11.2, -147452.25, -111
1224, 12.2, -176602.35, -133
1326, 13.3, -211157.6, -159
1326, 13.3, -213729.75, -161
1224, 12.2, -182421.1, -138
1122, 11.2, -153736.0, -116
1020, 10.2, -126142.05, -95
918, 9.2, -101560.3, -77
816, 8.2, -81115.25, -61
714, 7.2, -62961.7, -48
612, 6.2, -48931.65, -37
510, 5.1, -36801.8, -28
408, 4.1, -26816.4, -21
306, 3.1, -17734.45, -14
204, 2.2, -9849.65, -8
102, 1.1, -2793.3, -2
